970.9/236,984.9/236,998.9/236,1012.9/236,1026.9/236,1040.99/236,1055/236,1069/236,1083.03/236,1097/236,970.9/250,984.9/250,998.9/250,1012.9/250,1026.9/250,1055/250,1069/250,1083.03/250,1097/250,970.9/264,984.9/264,998.9/264,1012.9/264,1026.9/264,1040.99/264,1055/264,1069/264,1083.03/264,1097/264,970.9/278,984.9/278,998.9/278,1012.9/278,1026.9/278,1040.99/278,1055/278,1069/278,1083.03/278,1097/278,970.9/292,984.9/292,998.9/292,1012.9/292,1026.9/292,1040.99/292,1055/292,1069/292,1083.03/292,1097/292,970.9/306,984.9/306,998.9/306,1012.9/306,1026.9/306,1040.99/306,1055/306,1069/306,1083.03/306,1097/306,970.9/320,984.9/320,998.9/320,1012.9/320,1026.9/320,1040.99/320,1055/320,1069/320,1083.03/320,1097/320,Condition,Sample
33395,282334,53159,67800,3072,929,476,268,125,176,83555,81921,566238,73643,87694,3823,291,296,183,5679,233088,233864,1411507,184736,241593,8851,6444,101,43,8358,5981,114950,90661,603660,75983,74976,2449,1877,113,20766,59893,32514,537267,427814,3110605,241106,282122,180,129,882,375,9804,5547,81643,61664,251925,26039,25677,370,173,17702,8224,24557,9449,110241,55444,259484,19814,20647,NT,1-NT-J1
18466,105808,21822,31295,2031,1889,388,50,91,85,54183,60636,385581,74403,80049,3715,310,252,52,846,132987,142511,929006,153444,209989,10312,6776,434,132,2124,4387,45075,53039,285014,67171,67887,4128,1630,52,2283,25775,16937,204645,218166,1533333,218961,265397,150,116,528,95,6772,4831,62871,67288,331281,60679,58760,1933,388,9383,4742,15536,6830,95059,97810,480785,73422,68019,T,1-T-J1
23581,137532,33334,36033,3262,1299,340,97,61,52,65345,79259,485233,103045,113591,6111,716,318,26,764,148364,184914,1101412,209325,274175,17063,12049,234,208,5427,10945,56360,66642,378384,85394,90250,4848,3225,129,4066,22673,25430,265921,300302,2021439,324276,356962,1273,74,1135,241,10801,8917,88532,115380,517664,95548,80837,4306,273,12407,7127,19185,13139,176092,153614,780791,114105,96518,T,1-T-J9
37657,315672,75943,141409,7385,6708,507,225,134,103,86231,108399,898872,209987,274502,18759,143,376,182,382,204010,262988,2076763,392202,744220,43554,36518,34,292,2556,9141,73827,81655,630283,161783,234163,14480,8532,155,14070,36463,28252,378732,459187,4285969,774801,1118934,3426,87,833,234,13835,7369,98002,140070,867736,151091,195674,11388,125,16661,9012,24454,11489,186802,192535,1281147,208947,222498,T,3-T-J1
5325,35467,10992,17435,562,991,244,145,113,98,10094,11339,113922,24536,41584,1673,96,94,265,620,29559,38715,310989,59090,112060,4557,6137,98,101,1804,1841,12158,13944,99788,27004,40183,2155,1058,197,815,6337,3378,66443,75509,786571,147473,207359,158,144,308,389,1889,1108,20288,29082,183886,32120,39172,790,31,7325,1159,5410,2137,34035,43853,272158,50889,51995,T,3-T-J9
19946,309422,42446,100111,3649,2099,366,130,121,353,52268,54054,468358,72683,94085,4263,357,338,169,1824,227472,179469,1768678,191813,363973,12511,12077,495,97,1779,4226,64654,49174,427241,59045,88706,3972,3352,144,10047,45942,28068,485924,345229,3343000,346017,594286,1897,89,845,1000,7922,3905,65672,42375,363161,38601,56986,1094,84,5119,5416,24236,7376,154471,89556,739996,70432,105311,NT,3-NT-J11
9212,73109,18604,27869,2205,1556,140,87,155,108,17761,29586,203458,46850,59209,3957,103,228,160,302,51101,66451,492480,110762,176447,10339,8029,186,144,1866,1550,23147,32033,195559,52847,69575,4374,2597,85,2100,12311,10458,139909,182111,1411512,281741,336645,147,106,544,281,5361,3323,42828,57965,367515,67144,73495,3320,118,4102,3829,11304,5890,74612,85465,504838,90773,86074,T,3-T-J11
29157,256529,32563,46052,1520,1935,359,96,189,380,62460,54169,383361,48364,60953,1350,318,220,149,2139,218255,188291,1258031,146435,205704,7392,5162,201,96,3851,6295,100249,76955,569005,76470,85839,3651,2109,26,15987,66870,35045,737339,615030,4860646,438342,521516,180,86,713,94,13189,6514,117045,104511,538212,60058,54058,1006,353,19686,7617,32875,14583,252408,173610,964885,84538,85238,NT,4-NT-J1
23851,174570,34793,38924,2013,2480,254,180,61,26,43140,61034,375936,66917,66905,4646,375,203,258,556,121100,140487,902769,129774,185140,7093,5689,122,82,4270,4006,59564,56574,341974,78133,72933,4030,1908,77,3351,26538,14942,260392,267939,2103783,266324,325546,169,119,575,47,8019,5307,60793,74424,317262,45542,49857,1059,268,10079,3939,13394,5633,99877,83764,426553,55383,55179,T,4-T-J1
7249,43619,8869,12861,790,990,195,139,30,77,13839,18918,111770,20186,24781,1183,553,63,155,752,39652,49876,280696,53815,73056,5183,3807,303,97,387,1448,21743,21537,132379,25579,33130,1359,1991,318,2788,10747,7373,96341,112553,764120,112804,154815,248,62,910,392,4490,2016,25698,30813,167976,25702,25388,545,119,4346,1712,6328,4361,38727,44251,236495,35709,31564,T,4-T-J9
26976,208454,34343,43960,1416,1452,805,289,91,155,35013,44403,315005,38900,45291,946,469,195,381,1503,178325,142160,1041167,113491,169452,6479,4156,194,184,8396,1980,78420,66799,445323,60824,60237,1260,1246,88,795,43425,27948,551811,478148,3544506,330942,377552,88,37,568,327,8979,3862,87822,66305,391339,41284,44155,1086,403,14196,6871,21982,7942,193527,115743,692103,60120,67831,NT,4-NT-J11
9266,63570,15491,17867,1656,607,270,144,30,120,22482,30120,167677,33758,31037,1824,232,182,146,841,61479,70869,425882,74224,110279,6425,4946,58,270,2919,4549,31160,36648,197236,45927,50324,2250,1352,26,1951,17167,12718,161369,172886,1226773,205010,228740,363,180,1058,465,5854,4092,40968,49789,256040,39360,36717,888,152,8352,3937,10939,5302,79010,73807,367921,53708,47361,T,4-T-J11
19296,166846,24875,34695,1488,875,307,129,212,124,48105,46238,335537,40036,52950,2226,319,356,77,1177,197559,145080,1042408,107067,149945,5590,4403,34,158,1633,1469,90447,64140,459025,54913,50168,2311,612,103,1778,62414,26470,587620,436635,3341149,244223,305049,1299,157,928,937,9648,5246,89091,60640,318655,31347,32581,1346,63,13762,7446,30202,7533,184743,99711,558609,43530,45764,NT,5-NT-J1
7289,48318,8078,7685,834,146,76,185,99,26,13427,21413,112755,20716,17921,372,355,217,357,231,45588,52790,288082,40742,53909,2574,1656,166,166,615,1928,26655,26790,155728,30767,29147,828,556,71,938,9244,9706,162617,153737,1108179,145914,148749,1344,138,225,192,4638,2234,41906,49604,224371,32168,29758,1054,89,5863,3024,7925,4876,82323,80570,349912,45237,33645,T,5-T-J11
51375,466971,97867,131742,4576,5589,804,174,97,51,91270,114357,897382,171747,189638,7447,452,250,180,1115,227364,278010,2133368,306793,483867,21840,18632,101,151,3484,7368,92782,103133,683161,130687,163263,10690,7316,99,5318,37527,24427,488129,484481,4237693,556840,768296,7998,50,2107,335,8864,5109,94634,117156,678651,106310,117020,2346,273,6069,5914,25625,10284,198771,174654,1058779,142515,157995,NT,7-NT-J1
36632,222902,69644,86836,11013,5937,449,172,91,69,83323,114714,844264,220423,268923,18111,149,97,202,608,192166,298132,1859360,434195,669626,51001,34603,67,252,12861,14563,80604,120833,642977,196664,219093,20671,12183,394,8089,28967,24895,322760,405680,3013495,666137,797506,11075,148,255,191,13683,9349,100818,168312,756436,182063,178512,12611,368,14640,8344,20154,10599,160197,187234,913934,192470,175389,T,7-T-J1
8951,63262,20467,25703,2322,1226,219,157,84,94,23928,34071,229881,63643,77053,5909,441,219,26,634,57415,84244,531464,131293,202887,15909,12641,497,82,2560,6208,24487,29467,191412,58163,73189,6776,3590,194,514,11942,7041,95570,136978,1017681,247413,284517,6282,155,423,1041,5164,3171,37198,64090,332092,70998,76659,5262,212,9104,3298,9533,5266,62058,87447,388944,88557,81892,T,7-T-J9
20324,179662,40998,53487,2177,3588,441,178,101,91,37115,48942,363227,62643,75973,3899,235,369,77,951,98069,113376,776289,122284,193410,9878,8504,146,209,1428,1570,39325,39186,289306,56360,77351,3647,1740,103,5308,14099,13077,207676,214051,1884600,289057,377578,4641,135,756,190,4208,2559,44697,54388,345366,52614,62460,2334,63,6321,2944,11369,6134,108699,99736,606395,82817,92531,NT,7-NT-J11
11717,72726,21877,31049,2849,1046,561,238,148,77,23182,43822,258430,68203,89187,6065,191,380,134,567,60982,100982,619549,161793,249915,16047,14102,34,136,7907,8007,31725,43454,256517,75561,96680,8327,2798,105,3288,11743,13161,129572,188404,1343072,308950,366934,2570,57,349,581,7473,3057,52843,79958,408011,94247,98119,6633,123,6421,2603,10309,4806,82910,108462,530195,118817,97697,T,7-T-J11
17507,214677,25695,45909,1283,811,173,161,94,170,28599,27037,245377,28721,38640,790,438,317,230,907,124878,94319,851481,71376,150020,3763,4380,236,148,878,2044,47371,33286,266896,35170,49908,1567,1545,81,2275,32864,15010,314232,208707,2324462,198846,348718,707,171,360,360,3058,1612,32328,24091,196051,19556,27667,488,731,4689,2123,10940,4132,73875,45297,327732,28481,40618,NT,8-NT-J1
9550,75019,16807,28920,2565,1892,468,86,135,113,21030,32957,242875,49555,58885,2143,405,205,232,573,70639,99934,671747,117565,194698,12941,5496,101,120,1201,5453,36199,44269,269370,66738,84798,4841,2559,103,6493,15660,13729,174876,209002,1782894,302088,356692,4656,51,439,92,6368,3726,42146,64490,352315,61652,60691,2262,746,11083,2052,8942,5056,79867,84522,455501,71573,65947,T,8-T-J1
11722,78685,20110,29801,2787,1059,589,220,99,170,21451,38227,261280,52729,56492,2574,290,188,271,1053,76420,99189,695485,132190,215999,11146,8181,192,94,3911,9890,43067,51169,315197,81992,89994,6189,2763,26,7268,19569,13109,221523,274251,1965580,381639,425599,6014,174,808,1738,5248,3359,61082,80444,522570,82955,96582,2814,977,7501,3472,13032,5704,97689,131666,649932,111538,94647,T,8-T-J9
9377,106127,15048,22222,949,846,274,99,61,77,16289,20749,152534,20586,24798,1506,458,382,141,211,69745,61275,482396,54443,116264,4756,1903,34,94,679,2361,29814,23874,192621,31618,42769,1079,1594,116,1899,15541,6816,186252,149263,1599318,161897,259084,2248,48,381,317,3646,1682,27444,23813,173339,21791,28419,287,115,2435,1678,8109,2940,61174,38687,307541,32587,35514,NT,8-NT-J11
9828,84440,19267,27025,2367,1465,406,143,109,77,24629,36585,253377,54632,71485,2436,194,251,409,731,77427,112485,708311,137061,209639,11637,8430,117,101,3001,6795,39308,52267,320780,77204,88498,4339,3902,144,6224,19093,14883,197888,274395,1921773,354450,406004,164,220,783,47,8416,4588,57636,77837,432425,82847,75454,3761,494,5319,4186,11344,7308,93552,109992,587057,93598,75427,T,8-T-J11
9442,92580,17972,26799,1482,2395,380,157,63,141,16359,20860,173972,27883,35477,1031,378,189,185,170,75861,68898,586530,74874,138096,6535,4852,70,71,704,2265,27447,31738,204315,35963,45287,1085,1439,103,5551,22945,13648,211118,187541,1699681,203126,303024,3241,125,159,190,4935,1642,34983,29297,218484,29416,39843,1039,608,6648,3350,14740,4220,84090,69080,459537,54312,67101,NT,9-NT-J1
15875,129572,36478,53087,4552,3074,564,43,89,103,44450,66948,559647,115232,140836,6825,709,32,179,86,145428,218270,1513188,273519,508955,25155,19788,331,147,4275,8387,70900,73981,474986,140809,154357,7624,6402,329,7900,32465,25519,355632,403100,3852493,584970,775209,20,76,613,586,10933,5918,96224,139229,711457,138480,136496,6778,506,16439,8026,26005,12854,181517,176578,1073787,167895,146996,T,9-T-J1
11112,73222,19575,26051,3066,2113,427,137,146,104,28437,37142,285428,62924,68741,4648,556,189,210,380,84643,111415,766440,152739,250959,13970,10531,311,153,1660,3805,38156,40107,258957,64567,84604,4600,3529,118,2529,21633,18535,188989,218797,1807539,317335,409674,6806,246,903,636,6993,2987,60015,65351,365590,71078,64732,3076,373,11441,4710,12630,6861,86429,86762,429070,67035,56006,T,9-T-J9
12303,128980,25995,45915,3613,2309,144,190,250,52,23608,32945,254729,43644,56245,1135,204,193,155,472,116877,103574,988114,126869,219395,8101,8077,153,220,1439,5057,50353,39376,335837,47702,69713,2291,1267,50,10241,30755,16985,335527,305646,2746370,310681,478673,3341,107,331,237,7019,3722,63446,54217,339731,44578,55653,1205,584,8728,5191,19438,9709,132808,91432,646642,74408,84378,NT,9-NT-J11
6514,43657,10972,16708,1495,358,813,220,119,52,16589,26568,184691,37360,47058,2312,598,407,386,892,58924,84065,543869,116042,176194,14929,9395,268,73,8405,8758,27897,35903,207534,61387,72764,2926,1534,124,2609,16491,12585,161232,209899,1577583,286570,384959,436,48,312,141,5698,3408,48241,74251,419423,75513,74596,1609,272,5995,4864,12377,6744,114687,116170,612888,117040,103007,T,9-T-J11
16183,158802,20970,36048,1003,1055,867,214,79,242,27730,28797,202691,23323,34775,1117,95,94,281,1742,109442,101593,744752,88268,142871,7672,4705,214,184,1956,1244,57742,45494,329232,44802,54247,3123,1309,88,6419,38772,26130,431348,345918,2872831,254386,303543,1856,100,725,485,7798,2226,68016,57292,316514,29478,29669,849,176,7449,5358,20300,7249,163846,98136,583604,43518,56999,NT,10-NT-J1
12889,88649,15361,21506,1659,1286,363,87,30,77,19036,24990,150974,26176,28147,1146,482,161,245,300,58452,69302,409902,60529,89482,3815,3541,165,99,981,2790,27968,27928,134286,26199,32964,1949,890,108,1151,11319,10240,168547,147246,1175085,175384,194741,2278,74,291,143,7503,3842,46715,50511,272731,42237,34995,935,90,7149,2950,11812,6613,106834,94915,444302,55234,49741,T,10-T-J1
8032,46240,8916,11059,391,398,585,228,31,52,8679,13452,83877,16583,18035,1470,376,860,129,283,33329,39740,248351,40232,63614,4570,2550,168,105,1363,6387,17351,15409,81613,20407,24169,1356,594,172,3570,10597,3234,112476,120510,847356,133246,164581,682,59,1417,46,3742,1983,39547,46361,246409,37285,43555,1569,442,4994,3809,12780,5482,108390,102128,467034,70022,62721,T,10-T-J9
12259,116008,21195,28838,1199,1024,939,230,63,128,20317,19984,171476,25028,31077,948,496,163,180,1591,86968,84781,621480,71159,114064,4206,1645,191,137,2262,2385,42178,37620,262255,35363,41097,856,1177,258,5479,23093,23504,344350,280690,2278265,212608,261784,141,98,1309,330,5944,2119,57890,50804,287840,28408,29821,1301,1307,7810,1309,17057,5825,157226,93375,538202,44225,51998,NT,10-NT-J11
3402,26873,4829,5741,505,225,130,144,30,52,5929,7010,48831,8122,10123,464,97,169,164,154,20564,25881,137943,27738,39456,2977,1632,205,238,96,3204,8553,9075,50824,13032,13224,804,1143,103,275,5982,5379,58530,60104,431664,64724,80269,567,103,331,366,2414,965,18524,26237,114990,20203,18683,1006,188,2905,2084,5587,3820,40043,43953,219271,30169,29677,T,10-T-J11
11216,115209,20642,46703,2801,1107,851,95,61,144,28292,24926,246843,51117,71068,2740,201,349,225,1281,125211,96511,944798,142024,299499,12293,12938,270,143,4681,9898,45051,44683,357528,65696,100307,4611,2759,126,6695,37279,17639,320825,274043,2862325,344276,617353,1049,119,476,96,6927,3928,57703,43312,346977,46288,69971,2471,109,14250,5062,18456,7653,109309,89895,626253,76250,114683,NT,11-NT-J1
22469,175315,46890,74982,6002,6528,330,133,30,184,37096,64622,453288,103630,141220,8027,401,32,198,712,92428,139984,1030734,211759,408033,20246,18368,34,26,1080,10688,47124,58328,413434,115693,164488,9208,7944,54,559,22351,24515,247664,301903,2773867,514533,777277,9040,107,850,184,7057,6240,66002,87758,580048,115543,145716,8422,186,12768,7010,16050,10675,120810,147604,910504,166290,196681,T,11-T-J1
6631,48949,10532,20746,2362,2170,553,237,61,114,10817,18328,131942,32842,43630,1748,383,212,52,318,32625,46755,381066,84217,148273,10733,7538,67,123,2395,4152,16799,18761,155197,41005,68592,3590,3021,116,1637,8811,7245,92396,117054,1046000,211394,339837,4966,170,224,574,3223,595,25546,40450,290069,50896,68884,3116,157,4601,2621,6534,3985,58107,70453,457565,86681,103173,T,11-T-J9
10482,112001,22199,44007,2164,2705,287,318,30,149,23310,22574,214105,39970,69608,4144,582,284,182,1831,110386,81658,834625,120553,251315,14438,10371,101,125,845,8337,39220,33708,306501,56741,91706,4205,2279,159,9043,34058,16209,281116,224341,2524027,300857,540428,5984,100,325,383,6672,2455,49232,41041,280452,33933,60769,981,290,14145,4604,16704,6287,95814,72097,498093,65266,106062,NT,11-NT-J11
2873,31101,7796,13749,959,995,244,133,120,151,6555,11523,80263,20349,30300,1537,491,284,178,94,16536,28144,199193,49207,83613,7898,2316,135,122,899,3967,9637,11615,88176,24229,39653,2692,1920,74,270,4876,4598,46148,63322,592463,115885,191692,2462,91,496,290,1696,647,16833,19744,147646,28259,33463,1119,638,1076,1542,3620,1614,34713,35805,265128,48148,51923,T,11-T-J11
5901,52800,10315,13429,1135,313,280,89,117,77,13905,17827,100895,20128,20195,572,144,423,141,547,44088,47468,299776,41113,65349,6800,601,101,68,2741,3269,22148,23143,125624,23453,23504,1572,951,52,2584,10609,8832,140866,134138,966404,122934,165362,157,46,1021,397,4740,2478,33034,32916,195449,22558,29856,783,367,2768,4019,12903,4961,81473,74270,406001,48538,50237,NT,12-NT-J1
25327,156964,45353,47615,5149,2868,277,135,96,47,55294,88222,526468,114517,121023,4768,106,94,123,1026,130272,199547,1053892,207275,311568,20542,10641,697,267,9456,12550,52106,72180,359822,102806,114745,6061,4969,157,5358,21024,20273,247484,320822,2025118,423898,462284,6285,129,931,191,12623,7156,105412,159482,716493,141743,120149,5299,178,19574,9113,24798,14679,195125,241254,1083134,187418,144028,T,12-T-J1
13160,76936,18857,25297,1323,1754,954,46,127,52,27863,47872,240552,54755,55177,3131,246,253,227,318,57989,96038,518479,118511,162996,9252,7209,180,44,3769,10801,27176,35478,194242,54396,63842,4212,2271,105,936,11357,12732,125405,176702,1143744,229534,245911,162,66,439,188,5945,5701,53759,85374,368484,76259,78842,2380,282,10695,5506,15257,8464,103032,138329,616597,117376,91640,T,12-T-J9
16563,149443,30800,43206,2665,1740,217,89,91,83,35633,44028,302267,53183,59647,1789,509,126,26,1302,125400,138136,961066,124300,192963,8629,6274,135,71,3848,4636,57907,59330,401576,68050,69489,3033,1905,170,15376,41638,30458,400305,395067,2987115,319639,407010,234,224,578,49,11232,7276,95689,82650,429336,59898,64671,2196,279,21805,8697,30196,12431,192390,145709,792011,92107,92336,NT,12-NT-J11
