970.9/236,984.9/236,998.9/236,1012.9/236,1026.9/236,1040.99/236,1055/236,1069/236,1083.03/236,1097/236,970.9/250,984.9/250,998.9/250,1012.9/250,1026.9/250,1055/250,1069/250,1083.03/250,1097/250,970.9/264,984.9/264,998.9/264,1012.9/264,1026.9/264,1040.99/264,1055/264,1069/264,1083.03/264,1097/264,970.9/278,984.9/278,998.9/278,1012.9/278,1026.9/278,1040.99/278,1055/278,1069/278,1083.03/278,1097/278,970.9/292,984.9/292,998.9/292,1012.9/292,1026.9/292,1040.99/292,1055/292,1069/292,1083.03/292,1097/292,970.9/306,984.9/306,998.9/306,1012.9/306,1026.9/306,1040.99/306,1055/306,1069/306,1083.03/306,1097/306,970.9/320,984.9/320,998.9/320,1012.9/320,1026.9/320,1040.99/320,1055/320,1069/320,1083.03/320,1097/320,Condition,Sample
17641,173664,22528,39897,1330,2680,143,88,132,99,32919,41748,276665,42974,51769,2627,357,156,174,681,147096,114099,1062719,129336,231814,9285,5322,126,88,4459,8299,81107,65415,533507,86861,105790,3945,3040,52,10388,49776,39773,605205,480808,5097608,499915,722140,230,115,1476,712,13007,5329,114138,105057,682859,76907,88809,1844,90,16210,8848,35546,17226,280946,207929,1351123,128686,166857,NT,20-NT-J11
55630,314701,76240,85504,4526,281,91,178,110,87,99576,154655,898452,179224,187464,7928,774,312,309,704,281900,377902,2248346,428981,613120,34521,24072,195,285,17046,19227,164190,213715,1390014,276386,298720,18961,9365,181,5087,66851,41554,937386,1137982,7266546,1255653,1423557,209,74,491,1992,26721,19865,288471,364056,1825808,275447,306640,14397,557,26174,17043,55105,28308,466287,563740,2678486,418426,365182,T,20-T-J11
6723,94716,22391,55032,2897,100,91,272,93,77,5685,12530,85684,19917,38076,2056,381,96,71,361,32232,37852,423331,81786,201241,12150,10539,135,45,837,6885,13461,14540,151578,34663,65762,3938,4333,129,1357,12378,7695,96083,85616,1150790,202741,461678,164,39,320,304,1272,729,9261,8653,85069,14426,34047,739,300,3825,2181,3567,1479,24260,18320,179482,32496,64493,NT,21-NT-J1
11624,97139,41663,61820,4871,3079,120,43,151,115,11198,27846,182901,68947,65903,3503,213,192,174,453,31522,60074,477980,126347,224504,20324,13198,136,152,9465,9631,17497,32752,254695,93174,139068,13523,6494,154,1337,8320,10633,85080,143071,1311378,397523,608760,242,61,806,46,2480,1556,16354,33980,255958,71392,94811,3809,634,2547,2898,6165,2209,31269,51494,347865,88329,109013,T,21-T-J1
11257,77207,31185,48635,4619,300,91,294,60,50,10639,26902,163489,57842,64649,6099,283,348,26,477,34046,60446,434433,126480,218595,21840,15105,547,48,10137,16181,19153,26528,219908,83979,132820,10433,7727,52,5731,9306,10427,80314,121697,1028402,340141,488517,161,180,221,351,1607,2156,21281,30141,213748,64230,91452,6964,1354,3926,3068,5271,1625,31019,45317,310063,80616,102104,T,21-T-J9
3148,36517,10767,20708,565,102,151,130,89,103,673,4327,38270,8265,19683,1605,48,280,161,490,17499,18078,214034,44234,105249,4381,6968,165,22,411,3505,8031,7721,84586,18522,48477,1758,2535,156,1152,3570,5209,49146,48621,584969,114740,278613,68,187,148,284,1395,500,4192,6843,54605,10796,22751,752,63,2204,1281,2057,392,10004,10592,111157,20494,42538,NT,21-NT-J11
7420,53230,21279,35332,4716,1768,160,221,103,50,7446,17660,110229,34676,49889,2235,554,319,181,307,19039,39607,276397,87589,136889,13356,8211,34,99,10553,14399,13527,24457,168208,69985,94052,8413,5288,108,3621,3614,5564,54632,93896,797813,272026,418033,46,147,562,333,2742,1672,15358,21349,177347,57239,69151,5674,209,1227,51,3068,2228,22712,37711,245211,72267,83750,T,21-T-J11
47990,412550,67669,95306,4117,100,269,89,158,77,98024,119449,711648,106983,122882,3385,48,62,171,2551,321612,289925,2086975,255559,358964,19009,10516,457,143,8757,7522,135736,130757,883777,127801,134951,5972,3431,77,1844,63924,33984,959645,830667,6779198,603188,733636,7829,151,1404,281,16734,8253,168898,168529,877788,88731,98718,3752,1043,20598,11945,46298,23729,397082,274197,1571264,152138,160137,NT,22-NT-J1
60432,341367,81170,86959,2715,3475,135,91,104,99,97976,154308,784299,146901,118128,5103,154,217,197,237,206243,271709,1670206,290693,363465,18950,13085,199,21,7956,10228,105685,157821,826872,163692,174932,11220,5378,151,3835,36528,40483,577263,733270,4583607,777644,801275,249,75,717,190,18169,13473,191508,248435,1346231,203515,180848,5522,126,25038,14630,44355,23370,322301,431757,1914713,295681,237004,T,22-T-J1
18129,90032,21595,23205,1209,98,139,140,30,50,26741,46183,209470,41806,39539,2013,402,337,222,92,60936,79853,474191,91199,108182,5761,4026,134,123,1215,4830,33679,46765,242323,45001,55577,3465,2027,74,480,10592,9266,163023,215657,1372905,221345,246241,206,175,485,580,5416,3961,59427,84172,400290,67650,63829,2267,94,7931,3642,10886,6832,117107,137985,655620,93174,79365,T,22-T-J9
25434,165962,26005,30176,1421,49,136,53,206,103,41346,44214,281934,33567,27906,1656,116,221,129,705,141765,118094,712194,79626,84151,3327,1535,67,116,3457,5197,70250,54834,280707,33970,25832,1213,438,103,5320,40601,24378,398078,263362,1550358,121084,107804,70,115,728,471,6748,3318,49099,34803,130808,9575,8220,67,95,8955,4424,14179,4507,55070,26869,89574,8103,4221,NT,22-NT-J11
19949,119812,28774,32460,2135,298,350,227,134,77,32487,60922,281373,58814,56923,3276,196,32,213,153,75368,106146,626724,114446,139590,9439,4634,197,136,916,4700,38888,54496,316197,66433,69926,3923,1404,26,1782,17713,13736,217282,281295,1750804,340198,357114,82,49,192,191,7629,5829,74362,104844,610950,98126,85497,4651,179,11235,5996,16888,9631,174122,200000,937772,144345,121827,T,22-T-J11
19781,190915,32070,55470,2402,2646,192,213,118,129,38552,38351,336344,50129,78848,3560,561,190,165,295,159167,136341,1284482,166095,340794,8755,10490,218,156,5375,5867,53819,53214,406752,66817,91195,3483,2577,52,4558,36978,19343,460249,373929,4233170,405719,697489,107,197,1611,47,9540,5002,88377,78778,585287,64939,85357,1434,351,12279,7231,36532,12895,294438,197252,1433275,137718,187958,NT,23-NT-J1
17073,98923,22011,33010,3374,1220,184,77,206,82,28250,32881,229860,38782,47980,2417,285,288,191,515,75088,93543,670907,109037,191943,9185,7072,67,132,485,800,27470,31774,219274,41486,57284,1896,1007,114,2813,14349,12959,189587,195097,1634063,246547,326332,93,124,1265,625,5013,3438,53014,53069,341578,49930,54457,2192,126,7134,4684,13393,6962,99145,113087,547946,63214,65045,T,23-T-J1
7373,77203,12589,23265,701,477,227,149,187,152,14776,18300,126158,19184,29452,428,197,62,231,372,62414,41356,452978,49427,110326,3295,2911,104,155,523,1725,19264,15430,146781,21815,30737,1396,837,76,4227,7263,8997,161224,119701,1280246,136497,245350,23,116,806,262,1796,900,25167,23318,161206,17715,26323,441,601,5388,2715,11134,3772,80371,48191,426275,40257,66812,NT,23-NT-J11
3067,16490,4029,6257,329,98,363,281,114,77,6712,8524,51304,9685,13746,1023,301,66,284,449,16983,16436,139807,26301,43136,1805,2207,168,53,726,798,5084,7008,39294,8033,12986,754,376,60,511,3131,1584,36656,43172,317434,56538,75966,108,122,341,192,844,509,12228,15829,93480,14906,15794,471,238,3634,530,4846,1118,30721,33423,188672,26703,30888,T,23-T-J11
13286,125366,15015,25214,830,1009,91,44,157,74,21794,19773,153048,17450,19794,840,314,298,148,141,72781,55750,418839,42845,63059,4351,1607,34,101,1276,1536,35099,24777,186590,23808,31665,337,786,74,982,18531,10407,218571,156158,1325402,122244,194419,154,130,285,260,4247,1966,33154,23613,165209,17272,21767,443,63,4744,2640,7288,3932,62547,46648,262762,28540,35101,NT,24-NT-J1
15061,84296,25030,26770,1096,782,277,95,59,77,28449,39916,204652,38302,36196,1194,140,224,155,52,64253,83171,434535,99056,123605,5181,1795,67,21,5058,6738,36981,48914,273957,56300,56595,2371,1228,52,2769,16683,10745,196668,261096,1537178,274172,307400,104,149,292,741,7655,4662,78581,91699,503927,74302,62702,2057,354,13146,7643,19788,12024,125435,177493,675944,105985,82076,T,24-T-J1
14678,74581,17599,22662,1769,98,230,43,148,180,19697,35149,162452,35290,42599,2091,1086,458,225,341,50870,71337,394426,83143,112054,9934,4024,197,216,4089,9266,29132,32816,200563,46447,55051,3207,1017,26,6086,18395,12259,161296,198387,1224647,223349,270430,160,110,246,92,7857,3768,62553,81579,414561,73522,73327,3504,344,13999,4656,14563,10410,124088,152490,698922,127367,113543,T,24-T-J9
23645,227655,27820,47705,2499,1020,91,128,105,137,38152,44164,277239,40295,44554,789,211,408,212,666,127938,104966,834097,83454,133384,6522,3462,170,78,3252,1432,78007,58965,413003,49551,61567,2323,853,103,1187,40501,19871,496891,364408,3068428,266792,372411,131,125,518,329,8368,2294,74740,62089,356830,35492,43665,993,63,9701,4474,19414,8743,171465,93614,583857,56045,70585,NT,24-NT-J11
9103,44727,11380,12134,834,49,115,99,108,26,12680,26049,100928,20569,24012,1456,445,285,297,303,31079,44274,238786,49927,60265,7025,3585,192,187,623,5679,17688,23143,122096,29876,30483,1347,474,118,5332,9433,8681,102400,126595,765729,153160,163936,137,73,837,46,5457,1028,39501,61272,280340,48903,46245,1695,62,6019,3481,12558,4802,94574,107248,432258,78124,61447,T,24-T-J11
36356,374805,59368,97562,4351,200,234,352,31,120,78235,93181,589082,97616,130147,5722,291,515,178,3015,299668,245754,2010158,283777,425171,17892,13292,380,135,5880,8451,118049,102610,772438,120587,149030,6271,1962,88,10084,70493,45409,816376,718075,6436007,683520,948883,10605,0,838,283,14910,5547,139350,128923,887563,111639,114020,144,441,18922,10548,47186,14320,384624,261764,1801174,155882,2786,NT,25-NT-J1
17926,110466,26508,37185,2625,397,91,45,81,103,37230,57845,327081,68360,73778,5067,387,254,103,232,92383,108754,723191,153910,208390,10472,9809,164,22,2564,10385,30064,40711,244349,60602,72142,4937,2216,232,2384,15358,13356,182099,222298,1487527,298194,341502,346,26,469,142,6643,4614,61215,85526,472956,84619,84541,3902,545,11358,5192,16272,8569,139897,168915,838949,137496,127955,T,25-T-J9
12681,107286,18344,25504,765,155,205,170,61,77,23283,28482,184134,27640,32691,1121,489,188,99,180,78504,65771,579423,66230,110538,5064,3726,104,24,575,3290,28537,22893,181392,27541,35445,1071,1046,77,2539,16040,13071,174329,149194,1340253,143297,212428,70,150,250,330,3722,607,34148,36069,186389,27151,32274,1211,211,6504,2188,9213,5136,80464,58011,418460,45817,58087,NT,25-NT-J11
10460,71411,17328,24647,2115,1260,231,352,30,103,20897,37309,207879,49475,50598,1302,342,62,226,3225,56777,78424,457300,97544,133648,10155,5310,168,117,1481,6172,19946,29516,163436,36452,46745,2212,1324,97,725,9018,6772,112567,142863,938058,178990,213418,116,73,312,145,4214,3015,41721,53740,292845,51709,53354,1446,157,8497,3078,7843,5396,82376,98781,474240,81875,72442,T,25-T-J11
24700,179980,34060,47507,2539,200,233,89,236,116,38589,51650,323875,59641,72705,2988,143,127,243,886,143115,138463,1061779,144230,216221,9551,5439,226,180,3774,7693,66063,62665,471881,69466,95552,4990,1688,26,6880,36260,20150,480594,437191,3929037,405357,513389,315,90,1470,231,8163,4688,80233,90647,500600,62733,68994,2356,92,9560,6261,25667,10695,207726,161185,884998,99515,114386,NT,26-NT-J1
26362,169483,39323,51071,1574,464,136,139,69,50,43522,78955,423154,92573,87696,3244,282,62,229,533,131022,170193,1141976,200173,278033,14678,11887,67,48,10107,14451,63619,91100,551613,117934,116440,7771,3762,51,6768,30712,18259,462243,536404,3701106,649831,696670,163,128,458,800,10088,9637,138760,167861,1035648,150862,150857,7049,126,18359,9399,28859,14206,260018,356007,1504872,232784,207348,T,26-T-J1
15883,93708,20546,29690,1668,152,279,45,58,26,31484,46771,256177,47486,59290,3504,1683,390,26,149,80097,119579,763086,144887,193791,12220,6872,193,71,4053,11622,44156,54536,385494,74266,102865,7438,3940,94,2056,21737,21131,311373,356291,2597871,449924,551650,9823,152,524,522,6086,5681,96608,120153,698846,120910,118057,2791,236,14767,6283,23017,8474,206815,229894,1249542,179503,186768,T,26-T-J9
20459,195571,30728,53054,1918,200,353,97,174,121,37460,42107,309017,54316,65845,2427,253,232,144,1491,137368,131571,1052040,149835,229859,9791,5072,202,138,1731,2316,60368,64663,472119,72054,89581,3609,1710,77,7303,36525,25622,465992,444571,3920783,427275,559829,94,152,272,146,8222,4598,79022,75019,487398,52416,62612,1969,222,11110,3994,24429,9882,192260,149770,860928,96069,110209,NT,26-NT-J11
12132,84283,19696,23403,857,395,167,99,58,52,23271,43034,217159,48160,53354,2897,326,96,129,330,67143,86586,618060,110078,156941,11732,4487,178,48,3826,4687,36095,53916,312180,74094,83070,6010,1302,104,1352,18457,11313,233711,321762,2092907,403046,469362,265,117,103,142,6861,5781,76449,118830,608424,102196,104028,4189,1927,10608,4693,16453,12328,161824,183842,998994,159266,141399,T,26-T-J11
16729,193103,28056,51832,746,528,45,170,140,26,38040,45755,332063,47436,71964,2317,536,194,144,126,146394,120477,1042292,124240,225925,7712,6160,65,165,740,1935,58112,50324,375095,61729,77899,3283,1847,195,5940,32882,15778,386756,297125,2915243,304158,471018,49,144,1318,238,6739,3522,57997,51774,338615,34879,49180,715,163,10879,5297,18705,5398,132190,95065,578890,62977,85573,NT,27-NT-J1
18540,129683,27949,46095,2112,149,181,173,121,103,41578,58089,345850,75840,103669,4616,242,65,155,597,106857,135991,1000743,173389,326785,22296,13793,135,94,1516,10821,49747,56352,409073,92550,124134,7419,3864,146,3202,30187,26533,301646,326574,2748367,470192,651598,162,62,818,46,9076,4413,77044,91474,643045,94035,119203,5731,218,18513,7195,21615,9005,160879,177508,984438,155225,165402,T,27-T-J1
14549,104894,24457,39772,2083,299,233,83,189,87,34026,57048,308244,66291,88824,5136,957,253,174,614,95979,124957,869176,162533,270150,20509,13756,246,202,2751,7251,50263,48029,322666,81977,119584,6736,4771,124,3002,28497,18207,274690,275033,2327992,398808,607300,216,171,618,547,8877,5605,72933,93621,591227,100090,122952,4014,63,14040,6913,22142,10410,149049,171809,999865,169605,188017,T,27-T-J9
18213,180755,26642,49251,1491,206,91,43,73,52,41750,43794,322463,46389,65759,2661,202,220,271,570,150248,118564,1045469,122961,207408,6960,5771,101,166,1192,3889,60558,48563,380095,55548,66646,2256,2701,154,4826,37019,25708,380123,287573,2763158,277365,455489,4419,154,720,676,7020,4519,63192,46592,319615,37739,51299,1034,265,6711,5012,22015,6824,137223,95317,630769,70472,94980,NT,27-NT-J11
7188,53631,10850,17587,1050,98,182,181,89,52,15981,24702,135031,28963,37950,3070,241,207,157,125,46458,50904,378547,79319,126679,11320,6853,168,205,1250,3565,19799,28522,158256,37166,52587,2717,2621,77,3582,12612,10688,128567,138287,1043703,200039,293703,189,28,1897,386,4066,1934,37281,45254,282051,46322,61282,3157,31,6313,3976,10094,4384,70367,79717,432670,71737,80520,T,27-T-J11
12500,77723,12716,15573,280,601,248,224,148,26,21887,23395,134432,20464,19647,568,340,223,99,354,59984,53872,332297,38448,56422,2499,1317,67,117,940,1305,22810,21218,130159,21006,23633,778,657,75,761,7713,10059,159767,143065,1063886,123875,158937,23,129,353,244,4365,1370,38203,33475,201277,25699,23437,889,31,3300,1293,12756,6142,92677,84620,442855,51293,47965,NT,28-NT-J1
24876,134632,30434,34949,1724,1826,91,138,61,52,50079,69557,373178,73769,73903,3874,53,233,178,1116,121152,138187,822392,151443,201879,11760,8793,218,134,6555,7642,45572,54140,293598,61377,62511,5106,1371,52,3737,25194,15658,287619,330773,1985389,334834,347160,170,135,627,92,10015,7592,98077,121745,598899,88678,79014,2723,53,15374,5754,22997,13420,197353,199264,923503,125048,112685,T,28-T-J1
8654,48279,9206,12981,1044,877,45,86,61,119,22472,31630,137711,26522,30517,1503,537,62,115,563,60211,65439,365694,65474,75448,4673,3478,67,159,2075,1479,24155,30424,130670,25368,28332,1592,1615,26,1465,14685,13428,149782,151774,911237,149849,161656,149,124,809,184,6244,1922,51644,60819,301466,48688,40091,1336,94,6937,3841,13667,7142,119682,132567,538112,73957,60369,T,28-T-J9
17929,107027,13898,17635,590,213,45,187,59,60,30268,30056,169729,26809,28768,1087,645,165,225,160,73531,70940,450256,60878,70293,4631,2515,153,155,2020,1491,35896,32618,182284,31051,29390,1133,655,135,464,19238,14615,253021,219267,1506183,178032,206125,24,177,834,92,6060,5239,54920,54965,325218,35744,36249,762,63,6594,3725,19876,7746,155562,127513,670288,70175,69216,NT,28-NT-J11
15399,80785,16628,17391,1869,800,201,180,121,56,31777,46589,190177,36018,39575,1584,139,182,185,374,78263,91323,466858,89850,94513,6569,4152,232,133,2396,6491,32286,37196,165143,36316,35410,2780,1226,103,804,18205,14659,201402,218258,1277655,205815,206594,117,38,686,266,7962,4358,80251,90315,398641,64430,51389,966,813,12332,5698,19122,11914,164859,180214,728461,107459,83746,T,28-T-J11
28078,210123,40239,62465,3257,389,301,159,94,26,74560,101048,555022,105347,153435,7216,299,369,155,870,266312,253142,2121041,336686,610422,31494,23363,101,48,6738,4156,73700,84321,547172,106331,151366,8759,5683,110,9945,47611,40934,467345,464580,3823751,547082,777292,160,98,585,1294,15869,6594,115059,133067,763870,111332,118849,6637,846,25730,10111,36261,16106,262820,232300,1383083,162953,186972,T,23-T-J9
92360,555767,121689,183786,10011,10211,93,134,148,77,182726,270572,1504553,344713,385188,20542,358,62,248,397,403405,526238,3686560,679540,977386,49779,34667,1177,173,15624,9155,152257,211278,1162492,264524,299121,18749,9800,215,14526,63062,49193,783088,936493,6114242,1187963,1287922,116,88,1369,671,25015,15093,263043,275671,1751822,275199,268787,12988,208,25527,16930,51691,27502,394401,484152,2607511,363630,291053,T,25-T-J1
6538,74576,13767,23722,103,1332,365,141,93,124,13979,13451,112558,18188,28996,125,101,159,129,1204,42554,37958,371850,54954,98907,5397,2555,101,145,254,3961,22176,16702,156697,24154,37298,2673,513,103,623,14114,9957,160302,129725,1299244,149366,253150,116,72,736,493,2285,1095,26389,22790,176577,22569,27330,70,539,4550,2916,11091,4047,66165,52842,366707,37075,210,NT,16-NT-J1
11180,74291,13685,15057,729,163,160,44,59,107,26959,37170,189715,33814,30943,369,929,353,232,85,78768,86108,514584,85317,91776,4586,3255,191,124,4282,4669,45648,48029,248699,43122,48957,2607,2011,110,1400,16497,12599,231510,251273,1703839,257921,240486,1881,156,818,191,7243,4172,66018,85698,449427,57115,50548,2472,403,6697,6376,15063,9803,156014,154993,694031,92269,69756,T,5-T-J9
27849,254609,30443,52339,2031,1455,184,90,91,124,65170,70578,469826,56039,69215,886,519,242,180,303,292021,208313,1666072,157811,262324,7419,3296,67,71,415,1103,109996,90320,636895,82676,91774,3060,1074,116,9512,72540,36621,830771,591639,5462120,427875,527103,142,5739,1203,1095,11847,5896,122963,99395,597638,50595,56748,1660,255,15057,10162,44514,13466,309260,187455,1055489,89403,86838,NT,5-NT-J11
21030,129989,24797,25994,753,473,125,218,131,103,43883,69478,313624,49937,44241,2569,1246,242,327,268,157007,157191,879422,119015,142428,7130,3214,163,86,545,40,72100,76179,380053,57252,58154,2694,841,26,4143,30319,19627,372059,373750,2004168,275544,240303,215,1078,777,1928,8336,5983,78723,56390,382838,40838,29010,752,182,9836,7343,18122,6716,96839,95572,355933,40632,31939,T,5-T-J1
